,Column_name,Branches,Child_Columns,Depth,Target,Parent_Col,Parent_Branch
0,addr1,"['110.0' '122.0' '123.0' '126.0' '130.0' '142.0' '143.0' '148.0' '157.0'
 '158.0' '161.0' '167.0' '170.0' '177.0' '181.0' '184.0' '189.0' '191.0'
 '194.0' '201.0' '203.0' '204.0' '205.0' '216.0' '217.0' '218.0' '220.0'
 '221.0' '225.0' '226.0' '231.0' '251.0' '253.0' '258.0' '264.0' '269.0'
 '272.0' '275.0' '284.0' '296.0' '299.0' '308.0' '310.0' '315.0' '324.0'
 '325.0' '327.0' '330.0' '337.0' '343.0' '346.0' '371.0' '384.0' '387.0'
 '391.0' '410.0' '420.0' '426.0' '428.0' '430.0' '431.0' '433.0' '436.0'
 '441.0' '444.0' '445.0' '448.0' '453.0' '465.0' '469.0' '472.0' '476.0'
 '485.0' '486.0' '492.0' '494.0' '498.0' '502.0' '507.0' '508.0' '511.0'
 '512.0' '527.0' '536.0']","['ProductCD', 'C9', 'card2', 'card2', 'ProductCD', 'ProductCD', 'card2', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'C2', 'card2', 'card2', 'C1', 'ProductCD', 'card2', 'ProductCD', 'ProductCD', 'card2', 'card2', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'card5', 'ProductCD', 'card2', 'ProductCD', 'card2', 'ProductCD', 'ProductCD', 'ProductCD', 'card2', 'card2', 'ProductCD', 'ProductCD', 'card2', 'ProductCD', 'card2', 'card5', 'card5', 'card2', 'card2', 'card2', 'card2', 'card2', 'card2', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'C13', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'card2', 'ProductCD', 'card2', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'card2', 'card2', 'card5', 'card2', 'card2', 'ProductCD', 'ProductCD', 'ProductCD', 'card2', 'ProductCD', 'ProductCD', 'ProductCD', 'card2', 'C13', 'ProductCD', 'ProductCD']",0,,,0
1,ProductCD,['H' 'R' 'W'],[],1,0.0,addr1,110.0
2,C9,5.0,"['ProductCD', 'card2']",1,,addr1,122.0
3,card2,"['101.0' '111.0' '119.0' '122.0' '126.0' '127.0' '161.0' '170.0' '174.0'
 '181.0' '194.0' '199.0' '206.0' '225.0' '237.0' '239.0' '253.0' '264.0'
 '268.0' '269.0' '297.0' '300.0' '303.0' '307.0' '321.0' '327.0' '343.0'
 '360.0' '369.0' '384.0' '387.0' '391.0' '399.0' '400.0' '404.0' '433.0'
 '445.0' '449.0' '453.0' '472.0' '476.0' '480.0' '490.0' '512.0' '514.0'
 '543.0' '544.0' '554.0' '555.0' '560.0' '562.0' '571.0' '575.0' '583.0']","['ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'card5', 'ProductCD', 'ProductCD', 'ProductCD', 'C6', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'C11', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD']",1,,addr1,123.0
4,card2,"['111.0' '134.0' '170.0' '174.0' '194.0' '199.0' '206.0' '225.0' '247.0'
 '264.0' '268.0' '270.0' '271.0' '300.0' '310.0' '321.0' '353.0' '360.0'
 '361.0' '369.0' '377.0' '390.0' '393.0' '399.0' '404.0' '409.0' '455.0'
 '470.0' '472.0' '478.0' '481.0' '489.0' '490.0' '504.0' '513.0' '514.0'
 '543.0' '553.0' '555.0' '558.0' '560.0' '562.0' '583.0']",[],1,0.0,addr1,126.0
5,ProductCD,['C'],[],1,0.0,addr1,130.0
6,ProductCD,['C'],[],1,0.0,addr1,142.0
7,card2,"['100.0' '106.0' '110.0' '111.0' '122.0' '127.0' '143.0' '170.0' '174.0'
 '181.0' '194.0' '206.0' '215.0' '225.0' '268.0' '297.0' '302.0' '310.0'
 '321.0' '327.0' '345.0' '355.0' '360.0' '370.0' '387.0' '390.0' '391.0'
 '399.0' '404.0' '420.0' '443.0' '464.0' '476.0' '479.0' '490.0' '501.0'
 '511.0' '512.0' '514.0' '532.0' '534.0' '536.0' '543.0' '555.0' '561.0'
 '583.0' '599.0']","['ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'card5', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD']",1,,addr1,143.0
8,ProductCD,['C'],[],1,0.0,addr1,148.0
9,ProductCD,['W'],[],1,0.0,addr1,157.0
